OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
Fishery2011	T070139	---	---	---	---	---	---	---	---	---	---	2	4	0	0	0	---	---	---	---	---	---
Fishery2011	T070140	---	---	---	---	---	---	---	---	---	---	44	52	0	0	0	---	---	---	---	---	---
Fishery2011	T070141	---	---	---	---	---	---	---	---	---	---	37	34	0	0	0	---	---	---	---	---	---
Fishery2011	T070142	---	---	---	---	---	---	---	---	---	---	2	2	0	0	0	---	---	---	---	---	---
Fishery2011	T070143	---	---	---	---	---	---	---	---	---	---	138	181	0	0	0	---	---	---	---	---	---
Fishery2011	T070144	---	---	---	---	---	---	---	---	---	---	3	6	0	0	0	---	---	---	---	---	---
Fishery2011	T070145	---	---	---	---	---	---	---	---	---	---	14	16	0	0	2	---	---	---	---	---	---
Fishery2011	T070146	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070147	---	---	---	---	---	---	---	---	---	---	5	9	0	0	0	---	---	---	---	---	---
Fishery2011	T070148	---	---	---	---	---	---	---	---	---	---	30	30	0	0	0	---	---	---	---	---	---
Fishery2011	T070149	---	---	---	---	---	---	---	---	---	---	35	53	0	0	0	---	---	---	---	---	---
Fishery2011	T070150	---	---	---	---	---	---	---	---	---	---	57	68	0	0	0	---	---	---	---	---	---
Fishery2011	T070151	---	---	---	---	---	---	---	---	---	---	59	70	0	0	0	---	---	---	---	---	---
Fishery2011	T070152	---	---	---	---	---	---	---	---	---	---	43	46	0	0	0	---	---	---	---	---	---
Fishery2011	T070153	T071603	T071578	FRHfa	2008	0.001575	0.003000	20.011344	0.988726	0.988726	C_Se_Se	27	34	0	1	0	1	0	1	0	1	Ots_105401.325
Fishery2011	T070154	---	---	---	---	---	---	---	---	---	---	141	135	0	0	0	---	---	---	---	---	---
Fishery2011	T070155	T029647	T029340	FRHsp	2007	1.420363	0.657000	3.083780	0.000004	0.902139	C_U_U	97	109	0	3	1	0	0	1	1	3	Ots_131906.141,Ots_aspat.196,Ots_129144.472
Fishery2011	T070156	---	---	---	---	---	---	---	---	---	---	39	35	0	0	0	---	---	---	---	---	---
Fishery2011	T070157	---	---	---	---	---	---	---	---	---	---	19	14	0	0	1	---	---	---	---	---	---
Fishery2011	T070158	---	---	---	---	---	---	---	---	---	---	7	17	0	0	0	---	---	---	---	---	---
Fishery2011	T070159	---	---	---	---	---	---	---	---	---	---	2	4	0	0	0	---	---	---	---	---	---
Fishery2011	T070160	---	---	---	---	---	---	---	---	---	---	55	54	0	0	0	---	---	---	---	---	---
Fishery2011	T070161	---	---	---	---	---	---	---	---	---	---	8	13	0	0	0	---	---	---	---	---	---
Fishery2011	T070162	---	---	---	---	---	---	---	---	---	---	30	31	0	0	0	---	---	---	---	---	---
Fishery2011	T070163	T069488	T069509	FRHfa	2008	0.195980	0.452000	4.259561	0.000013	0.942565	C_U_U	166	222	0	1	0	0	0	1	2	4	Ots_112820.284,Ots_108390.329,Ots_111681.657,Ots_112301.43
Fishery2011	T070164	T055898	T055858	FRHfa	2008	0.163285	0.368000	7.298765	0.000264	0.461172	C_U_U	50	62	0	2	0	9	3	1	2	4	Ots_118175.479,Ots_102420.494,Ots_Ots311.101x,Ots_111681.657
Fishery2011	T070165	T069923	T069957	FRHfa	2008	0.278650	0.712000	0.762429	0.000000	0.926442	C_U_U	37	46	0	1	1	6	0	1	2	4	Ots_118175.479,Ots_105401.325,Ots_117043.255,Ots_123921.111
Fishery2011	T070166	---	---	---	---	---	---	---	---	---	---	27	25	0	0	1	---	---	---	---	---	---
Fishery2011	T070167	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070168	T029633	T029546	FRHsp	2007	1.466164	0.605000	1.935643	0.000001	0.742442	C_U_U	156	208	1	1	0	1	0	2	2	4	Ots_118205.61,Ots_Ots311.101x,Ots_111666.408,Ots_103041.52
Fishery2011	T070169	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070170	---	---	---	---	---	---	---	---	---	---	214	270	0	0	3	---	---	---	---	---	---
Fishery2011	T070171	---	---	---	---	---	---	---	---	---	---	19	15	0	0	0	---	---	---	---	---	---
Fishery2011	T070172	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070173	T028529	T028430	FRHsp	2006	1.406610	0.660000	5.410250	0.000040	0.713002	C_U_U	206	249	0	2	0	1	2	0	1	4	Ots_102457.132,Ots_102801.308,Ots_129458.451,Ots_SWS1op.182
Fishery2011	T070174	---	---	---	---	---	---	---	---	---	---	1	2	0	0	0	---	---	---	---	---	---
Fishery2011	T070175	---	---	---	---	---	---	---	---	---	---	45	39	0	0	0	---	---	---	---	---	---
Fishery2011	T070176	---	---	---	---	---	---	---	---	---	---	0	2	0	0	0	---	---	---	---	---	---
Fishery2011	T070177	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070178	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070179	T070281	T071216	FRHfa	2008	0.000000	0.000000	21.945061	0.998354	0.998354	C_Se_Se	137	131	0	1	0	0	0	0	0	0	---
Fishery2011	T070180	---	---	---	---	---	---	---	---	---	---	44	36	0	0	0	---	---	---	---	---	---
Fishery2011	T070181	---	---	---	---	---	---	---	---	---	---	10	8	0	0	0	---	---	---	---	---	---
Fishery2011	T070182	T068655	T068632	FRHfa	2008	0.271921	0.687000	4.698594	0.000020	0.508446	C_U_U	258	290	0	5	0	0	0	0	1	4	Ots_118205.61,Ots_105132.200,Ots_PGK.54,OTALDBINT1.SNP1
Fishery2011	T070183	T071195	T071221	FRHfa	2008	0.000000	0.000000	22.536255	0.999088	0.999088	C_Se_Se	195	229	0	1	0	0	0	0	0	0	---
Fishery2011	T070184	---	---	---	---	---	---	---	---	---	---	60	62	0	0	2	---	---	---	---	---	---
Fishery2011	T070185	---	---	---	---	---	---	---	---	---	---	16	17	0	0	0	---	---	---	---	---	---
Fishery2011	T070186	T069582	T069578	FRHfa	2008	0.000574	0.001000	22.478460	0.999034	0.999034	C_Se_Se	28	27	0	1	1	0	2	0	0	0	---
Fishery2011	T070187	---	---	---	---	---	---	---	---	---	---	19	32	0	0	0	---	---	---	---	---	---
Fishery2011	T070188	---	---	---	---	---	---	---	---	---	---	60	68	0	0	0	---	---	---	---	---	---
Fishery2011	T070189	---	---	---	---	---	---	---	---	---	---	1	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070191	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070192	T070234	T070010	FRHfa	2008	0.000576	0.001000	22.251200	0.998787	0.998787	C_Se_Se	29	34	1	1	0	0	0	0	0	0	---
Fishery2011	T070193	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070194	---	---	---	---	---	---	---	---	---	---	1	1	0	0	0	---	---	---	---	---	---
Fishery2011	T070195	---	---	---	---	---	---	---	---	---	---	6	12	0	0	0	---	---	---	---	---	---
Fishery2011	T070196	---	---	---	---	---	---	---	---	---	---	15	29	0	0	0	---	---	---	---	---	---
Fishery2011	T070197	---	---	---	---	---	---	---	---	---	---	35	37	0	0	0	---	---	---	---	---	---
Fishery2011	T070198	---	---	---	---	---	---	---	---	---	---	45	54	0	0	0	---	---	---	---	---	---
Fishery2011	T070199	---	---	---	---	---	---	---	---	---	---	33	39	0	0	1	---	---	---	---	---	---
Fishery2011	T070200	T028624	T028682	FRHsp	2006	1.381035	0.432000	5.274918	0.000035	0.520127	C_U_U	166	218	1	1	0	9	0	0	1	4	Ots_TAPBP,AldB1.122,Ots_113242.216,Ots_100884.287
Fishery2011	T070201	---	---	---	---	---	---	---	---	---	---	55	77	0	0	0	---	---	---	---	---	---
Fishery2011	T070202	---	---	---	---	---	---	---	---	---	---	39	56	0	0	0	---	---	---	---	---	---
Fishery2011	T070203	---	---	---	---	---	---	---	---	---	---	26	28	0	0	0	---	---	---	---	---	---
Fishery2011	T070204	---	---	---	---	---	---	---	---	---	---	97	146	0	0	0	---	---	---	---	---	---
Fishery2011	T070205	---	---	---	---	---	---	---	---	---	---	19	16	0	0	1	---	---	---	---	---	---
Fishery2011	T070206	---	---	---	---	---	---	---	---	---	---	1	4	0	0	1	---	---	---	---	---	---
Fishery2011	T070303	---	---	---	---	---	---	---	---	---	---	5	3	0	0	0	---	---	---	---	---	---
Fishery2011	T070304	---	---	---	---	---	---	---	---	---	---	1	5	0	0	0	---	---	---	---	---	---
Fishery2011	T070306	---	---	---	---	---	---	---	---	---	---	3	4	0	0	0	---	---	---	---	---	---
Fishery2011	T070307	T029387	T029395	FRHsp	2007	1.420024	0.482000	6.336145	0.000101	0.836796	C_U_U	87	90	0	3	0	0	0	1	1	4	Ots_128693.461,Ots_102457.132,Ots_106499.70,Ots_127236.62
Fishery2011	T070308	T066529	T054109	FRHsp	2008	0.009694	0.001000	20.034160	0.988977	0.988977	C_Se_Se	90	92	0	1	0	0	0	0	0	0	---
Fishery2011	T070309	---	---	---	---	---	---	---	---	---	---	23	25	0	0	0	---	---	---	---	---	---
Fishery2011	T070310	---	---	---	---	---	---	---	---	---	---	105	108	0	0	0	---	---	---	---	---	---
Fishery2011	T070311	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070312	---	---	---	---	---	---	---	---	---	---	8	6	0	0	0	---	---	---	---	---	---
Fishery2011	T070313	---	---	---	---	---	---	---	---	---	---	12	16	0	0	0	---	---	---	---	---	---
Fishery2011	T070314	T054288	T054302	FRHsp	2008	1.439724	0.642000	-0.086874	0.000000	0.970550	C_U_U	100	102	0	1	0	10	0	2	1	4	Ots_128302.57,Ots_CD59.2,Ots_Ots311.101x,Ots_108735.302
Fishery2011	T070315	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070316	---	---	---	---	---	---	---	---	---	---	45	66	0	0	1	---	---	---	---	---	---
Fishery2011	T070317	---	---	---	---	---	---	---	---	---	---	12	17	0	0	0	---	---	---	---	---	---
Fishery2011	T070318	---	---	---	---	---	---	---	---	---	---	241	273	0	0	0	---	---	---	---	---	---
Fishery2011	T070319	T030032	T030324	FRHsp	2007	1.513855	0.534000	3.015601	0.000004	0.394534	C_Se_U	333	399	0	1	0	1	0	0	1	4	Ots_94857.232,Ots_102420.494,Ots_RFC2.558,OTSTF1.SNP1
Fishery2011	T070320	---	---	---	---	---	---	---	---	---	---	134	135	0	0	0	---	---	---	---	---	---
Fishery2011	T070321	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070322	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070323	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070324	---	---	---	---	---	---	---	---	---	---	28	22	0	0	0	---	---	---	---	---	---
Fishery2011	T070325	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070326	---	---	---	---	---	---	---	---	---	---	8	3	0	0	0	---	---	---	---	---	---
Fishery2011	T070327	---	---	---	---	---	---	---	---	---	---	38	49	0	0	0	---	---	---	---	---	---
Fishery2011	T070328	---	---	---	---	---	---	---	---	---	---	75	99	0	0	0	---	---	---	---	---	---
Fishery2011	T070329	---	---	---	---	---	---	---	---	---	---	19	18	0	0	0	---	---	---	---	---	---
Fishery2011	T070330	---	---	---	---	---	---	---	---	---	---	11	6	0	0	0	---	---	---	---	---	---
Fishery2011	T070331	---	---	---	---	---	---	---	---	---	---	17	22	0	0	0	---	---	---	---	---	---
Fishery2011	T070332	---	---	---	---	---	---	---	---	---	---	8	6	0	0	0	---	---	---	---	---	---
Fishery2011	T070333	---	---	---	---	---	---	---	---	---	---	28	26	0	0	0	---	---	---	---	---	---
Fishery2011	T070334	---	---	---	---	---	---	---	---	---	---	3	1	0	0	0	---	---	---	---	---	---
Fishery2011	T070335	---	---	---	---	---	---	---	---	---	---	0	0	0	0	5	---	---	---	---	---	---
Fishery2011	T070336	---	---	---	---	---	---	---	---	---	---	55	59	0	0	1	---	---	---	---	---	---
Fishery2011	T070337	---	---	---	---	---	---	---	---	---	---	7	9	0	0	0	---	---	---	---	---	---
Fishery2011	T070338	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070339	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070340	T068865	T069334	FRHfa	2008	0.000000	0.000000	23.825089	0.999748	0.999748	C_Se_Se	7	7	0	1	0	0	0	0	0	0	---
Fishery2011	T070341	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070342	T055880	T055899	FRHfa	2008	0.000000	0.000000	20.581872	0.993596	0.993596	C_Se_Se	133	160	0	2	0	1	0	0	0	0	---
Fishery2011	T070343	---	---	---	---	---	---	---	---	---	---	15	11	0	0	0	---	---	---	---	---	---
Fishery2011	T070344	---	---	---	---	---	---	---	---	---	---	1	3	0	0	0	---	---	---	---	---	---
Fishery2011	T070345	---	---	---	---	---	---	---	---	---	---	7	13	0	0	0	---	---	---	---	---	---
Fishery2011	T070347	T071431	T071445	FRHfa	2008	0.010474	0.021000	12.141565	0.032425	0.453401	F_U	111	112	0	1	0	2	2	2	0	3	Ots_94857.232,Ots_HSP90B.385,S71.336
Fishery2011	T070349	---	---	---	---	---	---	---	---	---	---	13	16	0	0	0	---	---	---	---	---	---
Fishery2011	T070350	---	---	---	---	---	---	---	---	---	---	28	29	0	0	0	---	---	---	---	---	---
Fishery2011	T070351	---	---	---	---	---	---	---	---	---	---	9	15	0	0	1	---	---	---	---	---	---
Fishery2011	T070352	---	---	---	---	---	---	---	---	---	---	20	34	1	0	0	---	---	---	---	---	---
Fishery2011	T070353	---	---	---	---	---	---	---	---	---	---	64	72	0	0	2	---	---	---	---	---	---
Fishery2011	T070354	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070355	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070356	---	---	---	---	---	---	---	---	---	---	99	111	0	0	0	---	---	---	---	---	---
Fishery2011	T070357	---	---	---	---	---	---	---	---	---	---	81	96	0	0	1	---	---	---	---	---	---
Fishery2011	T070358	T030125	T030387	FRHsp	2007	0.921851	0.997000	-12.048408	0.000000	0.992717	C_U_U	38	44	0	1	0	9	0	2	2	4	Ots_110551.64,Ots_129144.472,Ots_110064.383,Ots_110201.363
Fishery2011	T070359	---	---	---	---	---	---	---	---	---	---	26	28	0	0	0	---	---	---	---	---	---
Fishery2011	T070360	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070362	---	---	---	---	---	---	---	---	---	---	13	27	0	0	0	---	---	---	---	---	---
Fishery2011	T070363	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070364	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070365	T071170	T071248	FRHfa	2008	0.000000	0.000000	22.124191	0.998623	0.998623	C_Se_Se	38	57	0	1	0	0	1	0	0	0	---
Fishery2011	T070366	---	---	---	---	---	---	---	---	---	---	4	9	0	0	0	---	---	---	---	---	---
Fishery2011	T070367	T068094	T067822	FRHfa	2008	0.061779	0.128000	8.235695	0.000674	0.766946	C_U_U	246	275	0	1	0	2	1	1	1	4	Ots_118205.61,Ots_myoD.364,S71.336,Ots_107074.284
Fishery2011	T070368	---	---	---	---	---	---	---	---	---	---	8	11	0	0	0	---	---	---	---	---	---
Fishery2011	T070369	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070370	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070371	---	---	---	---	---	---	---	---	---	---	11	11	0	0	0	---	---	---	---	---	---
Fishery2011	T070372	---	---	---	---	---	---	---	---	---	---	15	19	0	0	0	---	---	---	---	---	---
Fishery2011	T070373	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070374	T071278	T071248	FRHfa	2008	0.001583	0.003000	18.624277	0.956347	0.956347	C_Se_Se	25	29	0	1	1	6	1	0	0	0	---
Fishery2011	T070375	---	---	---	---	---	---	---	---	---	---	2	3	0	0	0	---	---	---	---	---	---
Fishery2011	T070376	---	---	---	---	---	---	---	---	---	---	5	1	0	0	0	---	---	---	---	---	---
Fishery2011	T070377	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070378	---	---	---	---	---	---	---	---	---	---	9	4	0	0	0	---	---	---	---	---	---
Fishery2011	T070379	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T070380	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070381	---	---	---	---	---	---	---	---	---	---	27	32	0	0	0	---	---	---	---	---	---
Fishery2011	T070382	---	---	---	---	---	---	---	---	---	---	3	1	0	0	0	---	---	---	---	---	---
Fishery2011	T070383	---	---	---	---	---	---	---	---	---	---	36	49	0	0	0	---	---	---	---	---	---
Fishery2011	T070384	T030402	T030298	FRHsp	2007	1.487364	0.589000	5.599016	0.000048	0.676061	C_U_U	96	105	0	3	0	0	0	2	1	4	Ots_105105.613,Ots_122414.56,Ots_111666.408,Ots_110064.383
Fishery2011	T070385	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070386	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070387	---	---	---	---	---	---	---	---	---	---	46	63	0	0	0	---	---	---	---	---	---
Fishery2011	T070388	---	---	---	---	---	---	---	---	---	---	3	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070389	T071232	T069987	FRHfa	2008	0.213244	0.501000	3.669215	0.000007	0.831896	C_U_U	36	54	0	1	0	0	8	1	0	4	Ots_102213.210,Ots_118175.479,Ots_mybp.85,OTSTF1.SNP1
Fishery2011	T070390	---	---	---	---	---	---	---	---	---	---	17	11	0	0	0	---	---	---	---	---	---
Fishery2011	T070391	---	---	---	---	---	---	---	---	---	---	48	49	1	0	0	---	---	---	---	---	---
Fishery2011	T070392	---	---	---	---	---	---	---	---	---	---	119	158	0	0	0	---	---	---	---	---	---
Fishery2011	T070393	T067748	T067742	FRHfa	2008	0.000000	0.000000	21.427095	0.997240	0.997240	C_Se_Se	45	47	0	1	0	0	0	0	0	0	---
Fishery2011	T070394	---	---	---	---	---	---	---	---	---	---	6	1	0	0	1	---	---	---	---	---	---
Fishery2011	T070395	---	---	---	---	---	---	---	---	---	---	29	41	0	0	0	---	---	---	---	---	---
Fishery2011	T070396	---	---	---	---	---	---	---	---	---	---	50	56	0	0	0	---	---	---	---	---	---
Fishery2011	T070397	---	---	---	---	---	---	---	---	---	---	85	55	0	0	0	---	---	---	---	---	---
Fishery2011	T070398	---	---	---	---	---	---	---	---	---	---	13	9	0	0	0	---	---	---	---	---	---
Fishery2011	T070399	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070400	---	---	---	---	---	---	---	---	---	---	73	78	0	0	0	---	---	---	---	---	---
Fishery2011	T070401	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070402	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070403	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T070404	---	---	---	---	---	---	---	---	---	---	98	130	0	0	0	---	---	---	---	---	---
Fishery2011	T070405	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070406	---	---	---	---	---	---	---	---	---	---	86	116	0	0	0	---	---	---	---	---	---
Fishery2011	T070407	---	---	---	---	---	---	---	---	---	---	36	47	0	0	0	---	---	---	---	---	---
Fishery2011	T070408	---	---	---	---	---	---	---	---	---	---	200	238	0	0	0	---	---	---	---	---	---
Fishery2011	T070409	---	---	---	---	---	---	---	---	---	---	4	4	0	0	1	---	---	---	---	---	---
Fishery2011	T070410	---	---	---	---	---	---	---	---	---	---	91	109	0	0	0	---	---	---	---	---	---
Fishery2011	T070411	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070412	---	---	---	---	---	---	---	---	---	---	67	65	0	0	0	---	---	---	---	---	---
Fishery2011	T070413	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070414	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070415	---	---	---	---	---	---	---	---	---	---	6	5	0	0	0	---	---	---	---	---	---
Fishery2011	T070416	---	---	---	---	---	---	---	---	---	---	5	5	0	0	0	---	---	---	---	---	---
Fishery2011	T070417	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070418	---	---	---	---	---	---	---	---	---	---	92	96	0	0	0	---	---	---	---	---	---
Fishery2011	T070419	T056358	T056338	FRHfa	2008	0.332957	0.983000	-2.485975	0.000000	0.970694	C_U_U	77	74	0	2	0	3	9	2	2	4	Ots_107285.93,Ots_112820.284,Ots_u4.92,Ots_RFC2.558
Fishery2011	T070420	---	---	---	---	---	---	---	---	---	---	67	80	0	0	0	---	---	---	---	---	---
Fishery2011	T070421	---	---	---	---	---	---	---	---	---	---	35	34	0	0	0	---	---	---	---	---	---
Fishery2011	T070422	---	---	---	---	---	---	---	---	---	---	12	15	0	0	1	---	---	---	---	---	---
Fishery2011	T070423	T068999	T069463	FRHfa	2008	0.000599	0.001000	21.753171	0.998006	0.998006	C_Se_Se	16	20	0	1	0	0	0	1	0	1	Ots_101704.143
Fishery2011	T070424	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T070425	---	---	---	---	---	---	---	---	---	---	99	115	0	0	0	---	---	---	---	---	---
Fishery2011	T070426	---	---	---	---	---	---	---	---	---	---	0	2	0	0	1	---	---	---	---	---	---
Fishery2011	T070427	---	---	---	---	---	---	---	---	---	---	82	82	0	0	0	---	---	---	---	---	---
Fishery2011	T070428	---	---	---	---	---	---	---	---	---	---	49	54	0	0	1	---	---	---	---	---	---
Fishery2011	T070429	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070430	---	---	---	---	---	---	---	---	---	---	6	7	0	0	0	---	---	---	---	---	---
Fishery2011	T070431	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070432	T028953	T029039	FRHsp	2006	0.978612	0.990000	-4.220909	0.000000	0.934901	C_U_U	23	15	0	1	0	8	5	1	2	4	Ots_105401.325,Ots_CD63,Ots_105407.117,Ots_SClkF2R2.135
Fishery2011	T070433	---	---	---	---	---	---	---	---	---	---	40	43	0	0	0	---	---	---	---	---	---
Fishery2011	T070434	---	---	---	---	---	---	---	---	---	---	55	68	0	0	0	---	---	---	---	---	---
Fishery2011	T070435	T030173	T030132	FRHsp	2007	1.497197	0.563000	6.186452	0.000087	0.833620	C_U_U	153	165	0	1	0	0	0	1	0	4	Ots_104569.86,Ots_105132.200,Ots_129170.683,OTALDBINT1.SNP1
Fishery2011	T070436	---	---	---	---	---	---	---	---	---	---	4	2	0	0	0	---	---	---	---	---	---
Fishery2011	T070437	---	---	---	---	---	---	---	---	---	---	3	9	0	0	0	---	---	---	---	---	---
Fishery2011	T070438	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070439	---	---	---	---	---	---	---	---	---	---	101	119	0	0	0	---	---	---	---	---	---
Fishery2011	T070440	T054276	T054176	FRHsp	2008	1.366350	0.291000	7.288526	0.000261	0.475846	C_U_Si	84	92	0	2	0	7	0	2	2	4	Ots_96222.525,Ots_105105.613,Ots_112876.371,Ots_129458.451
Fishery2011	T070441	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070442	T028638	T028425	FRHsp	2006	0.987653	0.986000	0.121617	0.000000	0.925886	C_U_U	190	199	0	3	0	10	1	1	2	4	Ots_110495.380,Ots_AsnRS.60,Ots_122414.56,Myc.366
Fishery2011	T070443	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T070444	T054901	T066794	FRHsp	2008	1.021920	0.976000	0.389848	0.000000	0.895310	C_U_U	193	250	0	5	0	2	0	1	2	3	Ots_128757.61,Ots_SClkF2R2.135,S71.336
Fishery2011	T070445	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070446	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T070447	T069000	T069016	FRHfa	2008	0.000000	0.000000	20.185381	0.990510	0.990510	C_Se_Se	11	11	0	1	0	0	1	0	0	0	---
Fishery2011	T070448	---	---	---	---	---	---	---	---	---	---	7	5	0	0	0	---	---	---	---	---	---
Fishery2011	T070449	T069003	T069005	FRHfa	2008	0.000000	0.000000	24.310176	0.999845	0.999845	C_Se_Se	13	11	0	1	0	0	0	0	0	0	---
Fishery2011	T070450	---	---	---	---	---	---	---	---	---	---	29	31	0	0	0	---	---	---	---	---	---
Fishery2011	T070451	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070452	---	---	---	---	---	---	---	---	---	---	5	3	0	0	0	---	---	---	---	---	---
Fishery2011	T070453	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T070454	---	---	---	---	---	---	---	---	---	---	20	17	0	0	1	---	---	---	---	---	---
Fishery2011	T070455	T067969	T067933	FRHfa	2008	0.000000	0.000000	23.631919	0.999695	0.999695	C_Se_Se	71	63	0	1	1	0	0	0	0	0	---
Fishery2011	T070456	---	---	---	---	---	---	---	---	---	---	53	71	0	0	0	---	---	---	---	---	---
Fishery2011	T070457	---	---	---	---	---	---	---	---	---	---	55	66	0	0	0	---	---	---	---	---	---
Fishery2011	T070458	---	---	---	---	---	---	---	---	---	---	41	47	0	0	0	---	---	---	---	---	---
Fishery2011	T070459	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T070460	---	---	---	---	---	---	---	---	---	---	6	17	0	0	0	---	---	---	---	---	---
Fishery2011	T070461	---	---	---	---	---	---	---	---	---	---	38	55	0	0	0	---	---	---	---	---	---
Fishery2011	T070462	---	---	---	---	---	---	---	---	---	---	14	15	0	0	0	---	---	---	---	---	---
Fishery2011	T070463	---	---	---	---	---	---	---	---	---	---	13	15	0	0	0	---	---	---	---	---	---
Fishery2011	T070464	T069017	T068953	FRHfa	2008	0.001100	0.002000	18.998421	0.969557	0.969557	C_Se_Se	27	37	0	2	0	0	0	0	1	1	Ots_118175.479
